87102 43.500000 115.000000 0.003333 42.796308 116.581254 0.004618 44.836066 116.967213 0.000000 43.710791 116.182822 0.002650
87103 35.489932 208.309283 0.004648 35.916395 206.857550 0.003819 33.637097 206.258065 0.010000 35.014475 207.141632 0.006155
87104 33.487903 208.241935 0.010000 35.489932 208.309283 0.004648 33.637097 206.258065 0.010000 34.204977 207.603094 0.008216
87105 33.338710 210.225806 0.010000 35.615865 209.896249 0.003971 33.487903 208.241935 0.010000 34.147493 209.454664 0.007990
87106 36.967213 211.393443 0.000000 34.986537 211.357528 0.005350 36.803279 213.360656 0.000000 36.252343 212.037209 0.001783
87107 34.986537 211.357528 0.005350 34.826808 213.334468 0.005360 36.803279 213.360656 0.000000 35.538875 212.684217 0.003570
87108 33.487903 208.241935 0.010000 35.615865 209.896249 0.003971 35.489932 208.309283 0.004648 34.864567 208.815822 0.006206
87109 32.891129 216.177419 0.010000 34.843164 216.520950 0.004631 33.040323 214.193548 0.010000 33.591539 215.630639 0.008210
87110 34.843164 216.520950 0.004631 35.279711 214.755659 0.003828 33.040323 214.193548 0.010000 34.387732 215.156719 0.006153
87111 32.891129 216.177419 0.010000 34.690518 218.275793 0.004667 34.843164 216.520950 0.004631 34.141604 216.991388 0.006433
87112 32.741935 218.161290 0.010000 34.690518 218.275793 0.004667 32.891129 216.177419 0.010000 33.441194 217.538168 0.008222
87113 42.000000 115.000000 0.006667 42.796308 116.581254 0.004618 43.500000 115.000000 0.003333 42.765436 115.527085 0.004873
87114 32.741935 218.161290 0.010000 34.534817 220.160393 0.004683 34.690518 218.275793 0.004667 33.989090 218.865826 0.006450
87115 32.592742 220.145161 0.010000 34.534817 220.160393 0.004683 32.741935 218.161290 0.010000 33.289831 219.488948 0.008228
87116 32.592742 220.145161 0.010000 34.387186 222.098008 0.004666 34.534817 220.160393 0.004683 33.838248 220.801187 0.006450
87117 32.443548 222.129032 0.010000 34.387186 222.098008 0.004666 32.592742 220.145161 0.010000 33.141159 221.457400 0.008222
87118 32.443548 222.129032 0.010000 34.237451 224.050023 0.004651 34.387186 222.098008 0.004666 33.689395 222.759021 0.006439
87119 32.294355 224.112903 0.010000 34.237451 224.050023 0.004651 32.443548 222.129032 0.010000 32.991785 223.430653 0.008217
87120 32.500000 237.000000 0.006667 31.399194 236.016129 0.010000 31.250000 238.000000 0.010000 31.716398 237.005376 0.008889
87121 32.294355 224.112903 0.010000 34.079565 226.006364 0.004657 34.237451 224.050023 0.004651 33.537124 224.723097 0.006436
87122 32.145161 226.096774 0.010000 34.079565 226.006364 0.004657 32.294355 224.112903 0.010000 32.839694 225.405347 0.008219
87123 39.903226 122.935484 0.010000 41.975659 122.443710 0.005416 40.052419 120.951613 0.010000 40.643768 122.110269 0.008472
87124 32.145161 226.096774 0.010000 33.922626 227.973904 0.004659 34.079565 226.006364 0.004657 33.382451 226.692348 0.006439
87125 31.995968 228.080645 0.010000 33.922626 227.973904 0.004659 32.145161 226.096774 0.010000 32.687918 227.383775 0.008220
87126 44.672131 118.934426 0.000000 42.662222 119.547832 0.004389 44.508197 120.901639 0.000000 43.947517 119.794633 0.001463
87127 31.995968 228.080645 0.010000 33.765985 229.942536 0.004659 33.922626 227.973904 0.004659 33.228193 228.665695 0.006439
87128 31.846774 230.064516 0.010000 33.765985 229.942536 0.004659 31.995968 228.080645 0.010000 32.536242 229.362566 0.008220
87129 31.846774 230.064516 0.010000 33.634544 231.489081 0.004683 33.765985 229.942536 0.004659 33.082434 230.498711 0.006447
87130 44.180328 124.836066 0.000000 42.113163 125.412859 0.004574 44.016393 126.803279 0.000000 43.436628 125.684068 0.001525
87131 31.697581 232.048387 0.010000 33.634544 231.489081 0.004683 31.846774 230.064516 0.010000 32.392966 231.200662 0.008228
87132 39.455645 128.887097 0.010000 41.453265 128.383526 0.005539 39.604839 126.903226 0.010000 40.171250 128.057950 0.008513
87133 41.975659 122.443710 0.005416 41.607099 120.802815 0.006534 40.052419 120.951613 0.010000 41.211726 121.399380 0.007317
87134 43.688525 130.737705 0.000000 41.629088 131.352315 0.004600 43.524590 132.704918 0.000000 42.947401 131.598313 0.001533
87135 39.008065 134.838710 0.010000 40.980265 134.306347 0.005553 39.157258 132.854839 0.010000 39.715196 133.999965 0.008518
87136 42.662222 119.547832 0.004389 42.976836 121.108490 0.003403 44.508197 120.901639 0.000000 43.382418 120.519321 0.002597
87137 43.196721 136.639344 0.000000 41.164035 137.276182 0.004586 43.032787 138.606557 0.000000 42.464514 137.507361 0.001529
